game_name,source_rows,start_time,end_time,duration_min
Game1CalebPhone,29700,2026-03-24 17:44:03-06:00,2026-03-24 18:33:32.900000-06:00,49.498333333333335
Game2CalebPhone,20806,2026-03-24 18:43:08.900000-06:00,2026-03-24 19:17:49.400000-06:00,34.675
